order_id,product_name,category,warehouse,supplier,quantity,unit_price,order_date,shipment_date,delivery_date,destination_city,transport_mode,status
1182,phone,Electronics,Sousse_WH3,Huawei,,1200,2024-01-29,2024-01-30,2024-01-31,Sousse,Sea,delivered
1144, Monitor ,Electronics,Tunis_WH1,Samsung,,800,2024-01-18,2024-01-18,2024-01-22, Sousse ,Road,Delivered
1166,Monitor,Electronics,Sfax_WH2,Dell,,800,2024-01-01,2024-04-01,2024-01-09,Bizerte,Sea,done
1071,Desk,Furniture,Sousse_WH3,Ikea,14.0,99999,2024-01-08,2024-01-08,2024-01-13,Sfax, Road ,Delivered
1049, Keyboard ,Office Supplies,Tunis_WH1,HP,1.0,0,2024-02-02,2024-02-02,2024-02-10,GABES,Air,shipping
1008,Mouse,Office Supplies,Sousse_WH3,Cisco,12.0,60,2024-01-13,2024-01-15,2024-01-19,Monastir,Sea,shipping
1084, Mouse ,Office Supplies,Tunis_WH1,Huawei,8.0,60,2024-01-08,2024-09-01,2024-01-11,sousse,AIR,In Transit
1024,desk,Furniture,,HP,16.0,400,2024-02-14,2024-02-14,2024-02-18,BIZERTE,sea,delivered
1103,Desk,Furniture,Tunis_WH1,Ikea,,400,2024-02-09,2024-02-11,2024-02-14,Bizerte,ROAD,Pending
1197,PHONE,Electronics,Nabeul_WH4,Logitech,,-100,2024-09-01,2024-09-01,2024-01-13,bizerte,Air,shipping
1022,Phone,Electronics,Sousse_WH3,Logitech,15.0,99999,2024-02-19,2024-02-19,2024-02-25,SOUSSE,AIR,delivered
1195, Printer ,Office Supplies,Tunis_WH1,Ikea,2.0,0,2024-02-22,2024-02-22,2024-02-26,TUNIS,AIR,delivered
1011,Tablet,Electronics,,Ikea,17.0,-100,2024-02-17,2024-02-17,2024-02-21,Bizerte, Air ,shipping
1012,Router,Electronics,Nabeul_WH4,Ikea,,300,2024-01-31,2024-01-31,2024-05-02,tunis,road,shipping
1114,Tablet,Electronics,Sfax_WH2,Dell,1.0,99999,2024-01-24,2024-01-25,2024-01-26,gabes,Road,delivered
1180,TABLET,Electronics,Nabeul_WH4,HP,14.0,0,2024-02-20,2024-02-21,2024-02-25,GABES,SEA,delivered
1184, Chair ,Furniture,Sousse_WH3,Samsung,11.0,-100,2024-05-01,2024-06-01,2024-01-09,TUNIS,Air,Pending
1146, Laptop ,Electronics,,Samsung,7.0,2500,2024-01-06,2024-08-01,2024-11-01,Sousse,Road,Pending
1155,ROUTER,Electronics,,Ikea,14.0,0,2024-11-01,2024-11-01,2024-01-18,Bizerte,Road,shipping
1107,Router,Electronics,Sfax_WH2,Cisco,8.0,-100,2024-02-20,2024-02-20,2024-02-26,Nabeul, Road ,In Transit
1159,Chair,Furniture,Sousse_WH3,Cisco,15.0,99999,2024-02-24,2024-02-26,2024-02-27,nabeul,Sea,delivered
1187, Phone ,Electronics,Nabeul_WH4,Ikea,11.0,-100,2024-02-06,2024-02-09,2024-02-13,sfax,Air,done
1104,Phone,Electronics,Sfax_WH2,Ikea,,0,2024-02-20,2024-02-21,2024-02-23, Nabeul , Road ,In Transit
1165,ROUTER,Electronics,Sfax_WH2,Ikea,,-100,2024-02-20,2024-02-22,2024-02-25,tunis,air,Delivered
1078, Monitor ,Electronics,Sousse_WH3,Ikea,15.0,800,2024-02-05,2024-02-05,2024-02-11,Bizerte,Sea,delivered
1043,Keyboard,Office Supplies,Tunis_WH1,Logitech,,0,2024-02-07,2024-02-07,2024-11-02,Bizerte,air,delivered
1083,mouse,Office Supplies,Sousse_WH3,Ikea,,60,2024-02-15,2024-02-15,2024-02-23,Sousse,SEA,Pending
1002,chair,Furniture,Tunis_WH1,HP,,-100,2024-01-14,2024-01-14,2024-01-16,SFAX,Road,Pending
1051, Router ,Electronics,,Samsung,3.0,300,2024-01-29,2024-01-29,2024-02-04,Sousse, Air ,In Transit
1085,Tablet,Electronics,Sousse_WH3,Cisco,2.0,0,2024-03-01,2024-03-01,2024-03-05, Bizerte ,air,shipping
1129,Mouse,Office Supplies,Sfax_WH2,Ikea,10.0,-100,2024-02-29,2024-02-03,2024-03-06,Sousse,Sea,delivered
1061, Laptop ,Electronics,Sousse_WH3,Dell,6.0,-100,2024-01-09,2024-01-11,2024-01-15,BIZERTE,Air,shipping
1080,Desk,Furniture,Sfax_WH2,Logitech,13.0,0,2024-01-03,2024-01-03,2024-07-01,Nabeul,sea,shipping
1032, Mouse ,Office Supplies,,Samsung,2.0,60,2024-02-02,2024-02-03,2024-02-04,SFAX,air,done
1052, Printer ,Office Supplies,Nabeul_WH4,HP,6.0,-100,2024-03-01,2024-03-02,2024-03-06,Sousse,Air,shipping
1097,Tablet,Electronics,,Samsung,2.0,99999,2024-01-20,2024-01-22,2024-01-26,Gabes,sea,done
1066,Chair,Furniture,Sfax_WH2,Logitech,,150,2024-01-18,2024-01-19,2024-01-22,Sfax,Road,In Transit
1141, Keyboard ,Office Supplies,Tunis_WH1,Ikea,15.0,100,2024-01-14,2024-01-14,2024-01-21,Tunis,sea,shipping
1072,tablet,Electronics,Sousse_WH3,Samsung,10.0,0,2024-01-03,2024-01-04,2024-01-05, Nabeul , Road ,delivered
1193, Keyboard ,Office Supplies,Sousse_WH3,Huawei,4.0,100,2024-02-01,2024-04-02,2024-05-02, Tunis , Air ,shipping
1109,Mouse,Office Supplies,Tunis_WH1,Samsung,12.0,60,2024-02-06,2024-02-06,2024-02-11,Tunis,Air,Delivered
1019,MONITOR,Electronics,Tunis_WH1,Dell,12.0,800,2024-03-01,2024-03-01,2024-03-05,Nabeul,air,done
1170,KEYBOARD,Office Supplies,Tunis_WH1,Samsung,10.0,100,2024-02-29,2024-02-29,2024-03-04,sousse, Air ,shipping
1003,Desk,Furniture,Nabeul_WH4,Logitech,4.0,0,2024-01-15,2024-01-15,2024-01-21,bizerte,AIR,delivered
