order_id,product_name,category,warehouse,supplier,quantity,unit_price,order_date,shipment_date,delivery_date,destination_city,transport_mode,status
1011,Chair,Furniture,,Samsung,9.0,150,2024-02-11,2024-02-13,2024-02-17,sfax, Air ,In Transit
1043,Laptop,Electronics,Sfax_WH2,HP,5.0,2500,2024-02-23,2024-02-25,2024-03-01,Tunis,Road,Pending
1129,Router,Electronics,,Ikea,,300,2024-01-24,2024-01-27,2024-01-29,Bizerte,Road,shipping
1018,Router,Electronics,Tunis_WH1,Ikea,10.0,0,2024-01-21,2024-01-23,2024-01-24,Sfax,Air,Delivered
1134,Keyboard,Office Supplies,Sousse_WH3,Huawei,8.0,100,2024-01-02,2024-01-05,2024-01-10,Bizerte,Air,shipping
1147,Phone,Electronics,Sfax_WH2,Dell,5.0,1200,2024-02-27,2024-02-28,2024-03-02,Sousse,Sea,In Transit
1035,Chair,Furniture,Sousse_WH3,HP,11.0,150,2024-01-17,2024-01-19,2024-01-21,Monastir,air,done
1171,Desk,Furniture,Sfax_WH2,Cisco,3.0,400,2024-01-13,2024-01-14,2024-01-19,Sfax,Sea,Pending
1144,Monitor,Electronics,Nabeul_WH4,HP,12.0,800,2024-02-03,2024-02-04,2024-02-05,Gabes,Sea,Delivered
1061,Tablet,Electronics,Sousse_WH3,Cisco,,900,2024-02-21,2024-02-23,2024-02-28,Gabes,Sea,In Transit
